username,points,is_winner
skat2704,6.5,FALSE
ilvip11x02,3,FALSE
vi_pranav,8,FALSE
zavgorodniy_sergiy,5.5,FALSE
drceltic,1,FALSE
yoda1992,5.5,FALSE
eatakishiyev11,2.5,FALSE
dozer80,0,FALSE
sioj,4,FALSE
dkmirl,3.5,FALSE
yessssssdooooothat,2,FALSE
amor2023,5,FALSE
tobias_koelle,5,FALSE
ajedrezenmadrid,0,FALSE
cerdasbrs,0,FALSE
rjra94,3,FALSE
bilan_danila,2,FALSE
alexkhripachenko,6,FALSE
betta2004,5,FALSE
randomnoob04,5.5,FALSE
fen_fire,5,FALSE
mysterio47,5.5,FALSE
drahacik,4.5,FALSE
petrovic_aleksa,5.5,FALSE
chessvr,3,FALSE
andrzej,5,FALSE
goldihouse,4,FALSE
davigator,4.5,FALSE
jrenatomaranhao,3,FALSE
powerthinking2650,4.5,FALSE
sunny_star,4,FALSE
dcremisi,2,FALSE
erlesfar,2,FALSE
lacafi,3.5,FALSE
erik1971,3,FALSE
bigal,2,FALSE
dennisodessa,6,FALSE
logoczar,0,FALSE
zurzan,3,FALSE
alexanderl,6.5,FALSE
vb84,6,FALSE
mikesailer,3,FALSE
nmchesstoimpress,3,FALSE
alexpapasimakopoulos,5.5,FALSE
erikronka,6,FALSE
keranke,0,FALSE
acciochess,7,FALSE
1random,4.5,FALSE
guillembaches,5,FALSE
giorno,5.5,FALSE
kidagent,5,FALSE
kpio91,9,FALSE
talaicito,4,FALSE
manitodeplomo,6,FALSE
hermionegrangermagic,2,FALSE
dabee,2,FALSE
glebus008,0,FALSE
zenbull,5,FALSE
jakopogi,3,FALSE
vladimirbugayev,4,FALSE
halldorgretar,3,FALSE
isaks,1,FALSE
londonkid,1,FALSE
kamikazeheinz2,5,FALSE
elfranco,4.5,FALSE
ecztery,0,FALSE
svilson23,0,FALSE
blitis,4,FALSE
gmhess,2.5,FALSE
dretch,1,FALSE
akanga001,2,FALSE
verdenotte,8.5,FALSE
biostatistician,1,FALSE
artyom_chessmate,1.5,FALSE
horseychess,2,FALSE
komal_kishore_pothuri,4,FALSE
motivated_bishop,6.5,FALSE
djano,6.5,FALSE
legendinunknown,6,FALSE
giorgianbarbosa,5,FALSE
angry_twin,0,FALSE
stoleriu,1,FALSE
lenkaptacnikova,3.5,FALSE
mbojan,5,FALSE
thenomnomfactor,0,FALSE
kekic76,5,FALSE
williamalfarocaracas,4,FALSE
sjakkerntobi,4,FALSE
1lec,0,FALSE
pawneatingzombie,3.5,FALSE
vinniethepooh,7,FALSE
alexander_donchenko,8,FALSE
chessqueen,7,FALSE
promen1999,0,FALSE
jacky72,8,FALSE
ingoscarardila,4,FALSE
initiatingasc,4.5,FALSE
kejjaj,1,FALSE
suneebaker,4,FALSE
fmstan15,3,FALSE
dopolian,6,FALSE
jefferyx,5,FALSE
storne89,4.5,FALSE
slipperyspeedster,5.5,FALSE
esteban062000,0,FALSE
bad4life,6,FALSE
ali_rastbod,4,FALSE
timkett,4,FALSE
dpopadic,4,FALSE
limeinthecoconut,0,FALSE
jenia84,4.5,FALSE
nowinchess,3,FALSE
maciek_92,1,FALSE
natelleka,3.5,FALSE
ginger_gm,4,FALSE
spartakus1975,1,FALSE
dolynachess,1,FALSE
babyking1205,0,FALSE
shahxaibkhan,0,FALSE
shahmatkanal,6,FALSE
skeyman,4,FALSE
fairchess_on_youtube,9.5,FALSE
viraldus,6.5,FALSE
gabduschew,5.5,FALSE
hurricane7791,7,FALSE
govalya,4.5,FALSE
hikaru,10,TRUE
kale36,0,FALSE
vangulio,7,FALSE
tst2014,6.5,FALSE
fghsmn,7.5,FALSE
silverswords13,1,FALSE
anon481216,6,FALSE
orest_vovk,6.5,FALSE
ankitgajwa,2,FALSE
quaritch79,3,FALSE
jup1978,1.5,FALSE
wonderfultime,8,FALSE
anton_demchenko,7,FALSE
mirochka,2,FALSE
eljanov,7,FALSE
rynos0411,4,FALSE
mishanick,8,FALSE
workhard91,4.5,FALSE
bennyficial,0,FALSE
kosak12,6.5,FALSE
mikhail_golubev,7,FALSE
byniolus,6.5,FALSE
karinachess1,5.5,FALSE
gixfantastix,2,FALSE
spriteball,5,FALSE
hrvojezagreb,3,FALSE
cancrushyou,2.5,FALSE
ze-pequeno,4.5,FALSE
exoticprincess,7.5,FALSE
fmolexandrprohorov,2,FALSE
iball95,5.5,FALSE
mbachez,6.5,FALSE
niclox,7,FALSE
hackwithblack,1,FALSE
tdf98pantani,7.5,FALSE
sanan_sjugirov,8.5,FALSE
tteshan,4.5,FALSE
gisela_roque,2.5,FALSE
nfds,7,FALSE
wpwpwp-2015,5,FALSE
karttunen,6,FALSE
zarikovs1999,1,FALSE
maevskiynikolay,7,FALSE
margency,7,FALSE
rickywsb,2.5,FALSE
msb2,2,FALSE
fandorine,0,FALSE
itscheckm8mate,0,FALSE
grandmaster1369,7,FALSE
wisdomgame,0,FALSE
midedu,1,FALSE
jens1102,2,FALSE
tiocridineno,4,FALSE
cayse,5.5,FALSE
santoblue,9,FALSE
harry_rakkel,7,FALSE
crazymartian,1,FALSE
david_alex,5,FALSE
grzechu96,2,FALSE
jucaxx,0,FALSE
mortngabriel,4.5,FALSE
barmen_ev,5,FALSE
chessbia,6,FALSE
kawhi_leonard2,2,FALSE
csati17,7,FALSE
reader777,7.5,FALSE
bocah_sakit,2.5,FALSE
izoria123,2.5,FALSE
peshkach,7.5,FALSE
aleksandar-topalov,2,FALSE
yobdc,7,FALSE
vusatiuk_vladimir,3.5,FALSE
oligan22,1,FALSE
roman_ovetchkin,7.5,FALSE
ccccvhhhj,5.5,FALSE
katchesskat,0,FALSE
jraosam,2,FALSE
mischuk_d,4,FALSE
fabianvivasz,6,FALSE
gianmarcovar,5,FALSE
annamaja,6,FALSE
ftorodent,8,FALSE
arman_hakemi,7.5,FALSE
rachidhuilda,1,FALSE
adricalderon8,7,FALSE
alexander_moskalenko,6.5,FALSE
timofeevar,7,FALSE
carlssonludvig,7,FALSE
klimkoj,3,FALSE
rybka1989,7.5,FALSE
lennis93,6.5,FALSE
shuvalov,5.5,FALSE
kislov_oleg,6,FALSE
pavelalexandru07,4,FALSE
muhammad-waqar,2.5,FALSE
zhigalko_sergei,7.5,FALSE
vidavi,6,FALSE
jospem,9.5,FALSE
arvids_andrejevs,4,FALSE
esapunov,7.5,FALSE
shirovin,3,FALSE
malakismayil,3,FALSE
gm_dmitrij,3,FALSE
checkmatequen,3.5,FALSE
neverw84m8,6.5,FALSE
igorbjelobrk,4,FALSE
noboakevin1999,5.5,FALSE
gm_crest,7.5,FALSE
sawatdeekhrap,2,FALSE
pablozarnicki,1,FALSE
elisak43,1,FALSE
valeriocarnicelli,2,FALSE
vengea_nce,6,FALSE
howitzer14,9,FALSE
rsnr,5,FALSE
mwpchess,7.5,FALSE
nikitadovbnya2008,3.5,FALSE
oleksandr_bortnyk,7.5,FALSE
bluewizzard,1,FALSE
tigrvshlyape,6,FALSE
maxleto,1,FALSE
nitzan_steinberg,5.5,FALSE
tashik,6,FALSE
rozhkov_v,3,FALSE
crushingkings,6,FALSE
josefineheinemann,4,FALSE
gmjustin,5,FALSE
champ2005,8.5,FALSE
dodorox,2.5,FALSE
pastouche06,5.5,FALSE
goryachkina,7.5,FALSE
kirillshevchenko,8.5,FALSE
toninhojit,6,FALSE
eldur16,6.5,FALSE
poummba,4,FALSE
mary-sanna,4,FALSE
01roman,4,FALSE
oritaichman,1,FALSE
leonardol2005,0,FALSE
aldokhinivan,6.5,FALSE
amintabatabaei,1,FALSE
ehrenfeld,6,FALSE
eloist,5.5,FALSE
witik,6.5,FALSE
ahkashefi2800,4.5,FALSE
k_a_s_t_o_r,7.5,FALSE
kotofeyca,5,FALSE
hamisandwich,4,FALSE
jahandarazadaliyev,7.5,FALSE
bogdandeac,8.5,FALSE
davidkalashian,4.5,FALSE
borsuk_konstantin,1,FALSE
rodalquilar,5,FALSE
mf1966idrisov,2,FALSE
gnechko_ruslan,5.5,FALSE
baki83,8,FALSE
shushik,6,FALSE
aa175,1,FALSE
aradhya2000,6.5,FALSE
2ktngo,4.5,FALSE
parhamov,7.5,FALSE
migeira,3,FALSE
swimmerchess,8,FALSE
albano87,5,FALSE
politeplayer,5,FALSE
vanina1989,7,FALSE
marianokar,3,FALSE
sychev_klementy,5.5,FALSE
tactictic,5,FALSE
makswolf200817,2,FALSE
ega2006,3,FALSE
parnali1611,0,FALSE
ariadna_atreides,2.5,FALSE
mac0504,0,FALSE
sergeyshtyka,5,FALSE
arseniy_nesterov,8.5,FALSE
donseng,0,FALSE
hanschut,4.5,FALSE
gerasimenyuk_miha,4,FALSE
woodhy,0,FALSE
adham_fawzy,5.5,FALSE
kreonx,2,FALSE
cukus,6.5,FALSE
tregubovp,7,FALSE
azeryahu,6.5,FALSE
sergeikim,6,FALSE
kopytkin,6.5,FALSE
temiksmozg,2,FALSE
kildepiotr,7.5,FALSE
slovak_fighter2000,4.5,FALSE
asvz,0,FALSE
dancesar,2,FALSE
jeetjain,0,FALSE
bazar-wokzal,6.5,FALSE
chessdjw,7,FALSE
gross-aleks,1,FALSE
chessmadara,0.5,FALSE
patzel09,7.5,FALSE
nemsko,2.5,FALSE
okriak,7.5,FALSE
sunnika,0,FALSE
alexchess1984,5.5,FALSE
matkens0123,1,FALSE
midgardsormur,5,FALSE
alextriapishko,7,FALSE
cambek64,5,FALSE
agnes66678,2.5,FALSE
sujanalohani,1,FALSE
zverr1,6.5,FALSE
hasangatin_ramil,6.5,FALSE
gastonnmartin,5,FALSE
frederiksvane,8.5,FALSE
nikita_klepikov,1,FALSE
alenzer,2,FALSE
dinamo3,1,FALSE
ozates,6,FALSE
timurist,2,FALSE
rupereza,6,FALSE
igorknyazev,2,FALSE
harsha_bharathakoti,7.5,FALSE
macron20htf1,5.5,FALSE
komissarov_alex,2,FALSE
manukyan_artak,5.5,FALSE
x-5963514717,2.5,FALSE
elegance_riks,7.5,FALSE
korchmar_vasiliy,5.5,FALSE
ural58,5,FALSE
marepant,3.5,FALSE
beno_chess,5.5,FALSE
paulrusan,4.5,FALSE
sanyura,1,FALSE
amantedemoi,6.5,FALSE
vuk2000,7,FALSE
santosalberto1987,4,FALSE
metadast,6,FALSE
yurovskykh_oleksandr,6,FALSE
garfio2017,5,FALSE
tk22h,5,FALSE
emeraldddd,2,FALSE
loy_konstantin,4,FALSE
schattman,1.5,FALSE
tylityli,5.5,FALSE
noblerone,5.5,FALSE
kai_nov,4.5,FALSE
kubagepard,6,FALSE
marszach123,2,FALSE
pavelchernomordik,5.5,FALSE
boguszp,3.5,FALSE
kinga2008,0,FALSE
michechess89,5.5,FALSE
asahoffmann,5,FALSE
vazabanga,7.5,FALSE
thjop,4,FALSE
xxpetroffsxx,0.5,FALSE
abund,6,FALSE
dinabelenkaya,5,FALSE
sokidze,7.5,FALSE
azikom,7.5,FALSE
tanitoluwaaps116,0,FALSE
tiqr777,3.5,FALSE
alexander-evdokimov,4.5,FALSE
colegiodemadrid,0,FALSE
baby_leo,2,FALSE
maestro1986,1.5,FALSE
matols,5,FALSE
blitzking1729,7,FALSE
gjakantati,6.5,FALSE
mustafayevfarid2004,8.5,FALSE
klyashtornyvladislav,4,FALSE
raneshratnesan,0,FALSE
milovichalex,1,FALSE
atbenina64,5.5,FALSE
chessmatus,3,FALSE
vesper2018,5,FALSE
ulia_escha,5,FALSE
golfbeforechess,1.5,FALSE
niktlt,3.5,FALSE
jonahwillow,8,FALSE
sadykov_ramil,4.5,FALSE
grieve72,1,FALSE
nancy11111,6.5,FALSE
politov_pavel,3.5,FALSE
donpreuss,2,FALSE
szparu,8,FALSE
lamomiablanca,5,FALSE
piotrek1979,5,FALSE
quattroporte300,4,FALSE
dohochess,3,FALSE
nrvisakh,7.5,FALSE
srisshhhtea,4.5,FALSE
potapovam,6,FALSE
masterleo2018,3.5,FALSE
stankovicivan,6,FALSE
volunteers1998,3.5,FALSE
swiss_fighter,6.5,FALSE
kurkusha,3,FALSE
ailime26,3.5,FALSE
ramyrescoelho,0,FALSE
bsnsun,0,FALSE
arystanner,7.5,FALSE
yaryi_sergey,5,FALSE
gelmanalexander,7,FALSE
murad_ibrahimli,7,FALSE
kamilianin235,5,FALSE
airquake,0,FALSE
nils_03,1,FALSE
aisen1011,3,FALSE
soltan49,1,FALSE
carlosalbornoz,1.5,FALSE
pirulillo,2,FALSE
shield12,6.5,FALSE
chessmachine14,4,FALSE
ketster,3,FALSE
skoularikii,1,FALSE
jakuboss22005,4.5,FALSE
pliukha_mikhail,1,FALSE
walter_white_poland,2.5,FALSE
mr65,2,FALSE
lavrov_maxim,6.5,FALSE
zajka-molotok,6.5,FALSE
niranjannavalgund,5.5,FALSE
ljuks68,6,FALSE
may_goose,6,FALSE
aradnazari,4,FALSE
chessadvanceusa,4,FALSE
seorobert1971,7,FALSE
banane_verte,0.5,FALSE
tssunami,1,FALSE
konradrutkowski,2.5,FALSE
shivacalypso,4,FALSE
lamachampetre,4.5,FALSE
cukin84,4,FALSE
treacherous_horse64,0.5,FALSE
vova-79,6,FALSE
juliaefremova,4,FALSE
ajedrez1101,4,FALSE
lion-al-messi,3,FALSE
khayala13,3,FALSE
nastasia28,0,FALSE
fredddiecroderg,5.5,FALSE
blitzking642,2,FALSE
meri-arabidze,6.5,FALSE
fandorin779,5.5,FALSE
klavdia_nik,0,FALSE
chesslh93,1,FALSE
semen16,6.5,FALSE
figo13,2,FALSE
comradeeyelash,3,FALSE
annasargsyan_m,5,FALSE
andrakhanova,3,FALSE
mikhal867,2,FALSE
dragos420,3,FALSE
artem_0degov,6,FALSE
iskusnyh,7.5,FALSE
renehp,0,FALSE
diamonds13,7,FALSE
liamputnam2008,5.5,FALSE
bardiya_daneshvar,8,FALSE
irishchessman16,5.5,FALSE
chuchofrio1,5,FALSE
vyacheslav_n,4,FALSE
oykuince,1.5,FALSE
awareidea,6,FALSE
starplatinum2030,0,FALSE
sergey85rodchenkov,5,FALSE
kapitan_bayan,5,FALSE
susal_de_silva,8,FALSE
omk124,5.5,FALSE
beanscreen,6,FALSE
sviridov_valery,9,FALSE
secretsuperstar7,5.5,FALSE
mightygmpretender,2,FALSE
annacramling,2.5,FALSE
turkchess1905,7.5,FALSE
saxar85,6,FALSE
arthurmotivator,5,FALSE
ranindu2003,7,FALSE
tsyhanchuk_stanislav,6,FALSE
kchor05,3,FALSE
shivananda1964,5,FALSE
grineva_marianna,2.5,FALSE
anon6121824,8,FALSE
carlosjpineror,0,FALSE
csb7,5,FALSE
kamikazeheinz,4.5,FALSE
nozdrachev_leonid,6.5,FALSE
bodnar_mykola,6,FALSE
trovita84,4,FALSE
iljushina_olga,2.5,FALSE
feketebarika,5,FALSE
rududuyk,1,FALSE
fmalexhdez,5.5,FALSE
shiroglantalibov,1,FALSE
jiihart,3.5,FALSE
kretov_evgenij,6,FALSE
logman74,5,FALSE
mambastik-fantastic,5,FALSE
mahri73,1,FALSE
alhosaniomran1,4,FALSE
wonderchampion,2,FALSE
m_ezat,7.5,FALSE
alexrustemov,6.5,FALSE
qashashvilialexandre,4.5,FALSE
antonis2056,0.5,FALSE
pushingpawnsnyc,5,FALSE
chessfrendz,4.5,FALSE
oglob71,6.5,FALSE
ferch1ni,3,FALSE
gausal,1.5,FALSE
gyapiking,5,FALSE
twitch_elhamblitz05,1,FALSE
highlawview,1.5,FALSE
viktoriyatarasova,6,FALSE
beltraxtor,8,FALSE
pantata007,5,FALSE
ladislav1969,4,FALSE
bolwin,0,FALSE
mccarthystone,1.5,FALSE
bolence16,2,FALSE
magila31,4,FALSE
kostukov_alex,5.5,FALSE
tokchess,5.5,FALSE
mikhail_bryakin,5.5,FALSE
happy1712drummer,4,FALSE
accce4ka,4,FALSE
bogdanbelyakov89,6.5,FALSE
neevklid2001,4,FALSE
a-s-00,0,FALSE
1800_strength,2,FALSE
dosto07,3,FALSE
pavelshkapenko,3.5,FALSE
ermito2020,2,FALSE
gmpeter008,2.5,FALSE
n18player,1,FALSE
chaos_magic,6,FALSE
joliyroger,1,FALSE
muhittinbuker,1,FALSE
sofia_blokhin,2.5,FALSE
ural_bogatyr,4,FALSE
fariza2018,5,FALSE
trahtarbelarus,6.5,FALSE
topin8,5,FALSE
vd_coach,0,FALSE
marta_gm,7.5,FALSE
chessdreamer2020,0,FALSE
arigu07,1,FALSE
antonovanadezhda,4,FALSE
chess_fellow,0,FALSE
hansontwitch,0,FALSE
darzay,4.5,FALSE
hackingkid98,6,FALSE
mr_gustavo,5.5,FALSE
das_virus_2020,5,FALSE
lady_nika,4.5,FALSE
atousa,4.5,FALSE
arteler,6.5,FALSE
sous007,5,FALSE
sokoloco,2,FALSE
panmichel1996,8,FALSE
ilvip11x02,5,FALSE
danny_billiards,2.5,FALSE
vi_pranav,7,FALSE
drceltic,1.5,FALSE
ambition-elite,3,FALSE
kaponerde,0,FALSE
ybruned,5,FALSE
eatakishiyev11,4.5,FALSE
eagleclaw07,6.5,FALSE
sioj,2,FALSE
njal28,5,FALSE
redzishchess,4,FALSE
sau6on,5,FALSE
ymoy,6,FALSE
viktorgen2021,4,FALSE
nemegejas,3.5,FALSE
tobias_koelle,7.5,FALSE
fm9714,7.5,FALSE
ajedrezenmadrid,6,FALSE
yairparkhov,6,FALSE
chessburger_tv,0,FALSE
vladimir_zakhartsov,5.5,FALSE
anastassijasinitsina,5,FALSE
chernyavsky_a,1,FALSE
youjustfoundyourgodfather,2,FALSE
rjra94,4,FALSE
bilan_danila,1,FALSE
ejam94,4,FALSE
alimpic,0,FALSE
alexkhripachenko,6.5,FALSE
betta2004,4.5,FALSE
shaina-sif,6,FALSE
randomnoob04,4.5,FALSE
mr_lion22,7,FALSE
tehni4arce,5,FALSE
fen_fire,5.5,FALSE
mysterio47,5.5,FALSE
petrovic_aleksa,5,FALSE
chessvr,3.5,FALSE
attilaturzo,5.5,FALSE
andrzej,5,FALSE
gxbg2000,3,FALSE
davigator,6.5,FALSE
powerthinking2650,5,FALSE
the_drake,2,FALSE
sunny_star,4,FALSE
dcremisi,0,FALSE
simplydevina,0,FALSE
synctel,0,FALSE
erik1971,3.5,FALSE
aguiar94,6.5,FALSE
galileo22,0,FALSE
dennisodessa,3.5,FALSE
logoczar,5,FALSE
iamnotim,1,FALSE
zurzan,1.5,FALSE
alexanderl,3,FALSE
mikesailer,1,FALSE
nmchesstoimpress,3,FALSE
alexpapasimakopoulos,6,FALSE
erikronka,4.5,FALSE
mikromurks,4,FALSE
oparingrigoriy,7,FALSE
acciochess,6,FALSE
guillembaches,4,FALSE
giorno,5,FALSE
kidagent,4,FALSE
kpio91,8,FALSE
talaicito,4.5,FALSE
manitodeplomo,5,FALSE
checkthis4,4,FALSE
nyzhnyk_illia,9,FALSE
undisputed92,3,FALSE
cassoulet,0,FALSE
littleplotkin,8,FALSE
gm_shahin,6.5,FALSE
glebus008,1.5,FALSE
jakopogi,6.5,FALSE
vladimirbugayev,4,FALSE
isaks,6.5,FALSE
indianlad,9,FALSE
kamikazeheinz2,4,FALSE
ecztery,0,FALSE
svilson23,5,FALSE
dretch,4.5,FALSE
jocmil,6.5,FALSE
akanga001,2,FALSE
novocane,6,FALSE
biostatistician,1,FALSE
artyom_chessmate,4.5,FALSE
horseychess,2.5,FALSE
motivated_bishop,2,FALSE
koziororo,7,FALSE
im_tissir,1,FALSE
legendinunknown,8.5,FALSE
giorgianbarbosa,4,FALSE
stoleriu,2,FALSE
apechi,0,FALSE
lenkaptacnikova,3,FALSE
mbojan,7,FALSE
kekic76,5,FALSE
etoilegeniale,6,FALSE
sjakkerntobi,5.5,FALSE
pawneatingzombie,5,FALSE
stockholmmissile,3,FALSE
vinniethepooh,7,FALSE
rashad_zeynalli,5,FALSE
alexander_donchenko,7.5,FALSE
lawrencetrent,0,FALSE
chessqueen,6.5,FALSE
lovinski,5,FALSE
jacky72,8,FALSE
initiatingasc,4,FALSE
jefferyx,9,TRUE
slipperyspeedster,5.5,FALSE
bad4life,6,FALSE
ali_rastbod,2,FALSE
timkett,3.5,FALSE
dpopadic,4,FALSE
tgpgoat,0,FALSE
salomez,4,FALSE
avitalbor,0,FALSE
sacbutt,3,FALSE
jenia84,5.5,FALSE
nowinchess,0,FALSE
tiagomangialardo,2,FALSE
tania_s,6,FALSE
natelleka,0,FALSE
xdps,7,FALSE
krstulov_alex,6,FALSE
karacsonyi_gellert,1,FALSE
dolynachess,6.5,FALSE
kleinebeer98,3,FALSE
shahmatkanal,6,FALSE
christopheryoo,9,FALSE
fairchess_on_youtube,9,FALSE
jamesaltucher,3,FALSE
viraldus,6.5,FALSE
chamal_gedgafov,4.5,FALSE
gabduschew,6,FALSE
govalya,4,FALSE
hikaru,8.5,FALSE
gmrafpig,6,FALSE
tst2014,6,FALSE
adarshisme,1.5,FALSE
anijak,6,FALSE
fghsmn,4.5,FALSE
filipets,0,FALSE
silverswords13,0,FALSE
elohunter1999,4,FALSE
anon481216,6,FALSE
orest_vovk,6.5,FALSE
semchik90,0,FALSE
milchone1,6.5,FALSE
hypert,2,FALSE
jup1978,0,FALSE
adar_07,0,FALSE
wonderfultime,9,FALSE
anton_demchenko,7,FALSE
helissalt,2,FALSE
eljanov,2,FALSE
andrii_prydun,5,FALSE
gmcorrales,6,FALSE
beca95,8,FALSE
mfwagnerpeixoto,0,FALSE
fibrinogen,2.5,FALSE
chessfighter1975,5,FALSE
rynos0411,2.5,FALSE
mishanick,9,FALSE
bennyficial,2,FALSE
kosak12,7.5,FALSE
byniolus,8,FALSE
eltenedor,0,FALSE
bayernbk,0.5,FALSE
abfchess,5,FALSE
levallem,3.5,FALSE
donbroca,3,FALSE
karinachess1,4.5,FALSE
thekingdoctor,0.5,FALSE
malysch,6,FALSE
norwaytoadog,0,FALSE
hrvojezagreb,2,FALSE
ze-pequeno,2,FALSE
exoticprincess,7.5,FALSE
fmolexandrprohorov,5.5,FALSE
morechessjulia,0.5,FALSE
lovkov_roman,2,FALSE
hackwithblack,4,FALSE
tdf98pantani,0.5,FALSE
tteshan,3.5,FALSE
koksik_13,2,FALSE
zhuu96,4,FALSE
gisela_roque,1,FALSE
mastersonnevanck23,4.5,FALSE
yushko_olga,5,FALSE
wpwpwp-2015,4.5,FALSE
mokshanovalexey,6.5,FALSE
karttunen,5,FALSE
morte-negra,2.5,FALSE
olga_girya,6,FALSE
margency,7,FALSE
bangchess21,7.5,FALSE
msb2,7,FALSE
fandorine,8.5,FALSE
eddieurquhart,0,FALSE
grandmaster1369,5,FALSE
wisdomgame,6.5,FALSE
tigra,7,FALSE
vnebo,7,FALSE
jens1102,2,FALSE
cayse,3,FALSE
santoblue,8,FALSE
genghis_k,4.5,FALSE
alejandropacheco29,1,FALSE
aranibos,5,FALSE
harry_rakkel,6.5,FALSE
boasovietica,6.5,FALSE
platy3,8,FALSE
grunbergmihai,3,FALSE
jucaxx,0,FALSE
barmen_ev,4.5,FALSE
vladgoncharov,7,FALSE
chessbia,5.5,FALSE
vladislav_chizhikov,7,FALSE
kawhi_leonard2,3,FALSE
natalya_buksa,0,FALSE
reader777,5,FALSE
izoria123,5,FALSE
peshkach,6,FALSE
lucasmito,2,FALSE
zen-22,3,FALSE
tash_boy,4.5,FALSE
yuki_chess123,1,FALSE
yobdc,6.5,FALSE
vusatiuk_vladimir,2,FALSE
oligan22,1,FALSE
ccccvhhhj,4,FALSE
katchesskat,1,FALSE
jraosam,5,FALSE
gianmarcovar,5.5,FALSE
yawaleriy,0,FALSE
bahadirozen,0,FALSE
al_shima,4.5,FALSE
alexander_moskalenko,6.5,FALSE
timofeevar,7.5,FALSE
calingheorghiu,6,FALSE
klimkoj,8,FALSE
arminmusovic,6.5,FALSE
queen_iryna,3.5,FALSE
rybka1989,7.5,FALSE
vugarrasulov,3,FALSE
annazero,3,FALSE
nikolakis2014,5,FALSE
lennis93,2.5,FALSE
shuvalov,5.5,FALSE
blank0923,1,FALSE
kislov_oleg,6,FALSE
pavelalexandru07,3.5,FALSE
onischuk_v,3.5,FALSE
zhigalko_sergei,8.5,FALSE
vincent_vega95,3.5,FALSE
arvids_andrejevs,4.5,FALSE
bacyanide,0.5,FALSE
shirovin,2.5,FALSE
checkmatequen,5,FALSE
neverw84m8,2,FALSE
nbk90,2.5,FALSE
gm_crest,7,FALSE
ivan11martic,0.5,FALSE
harlem4brew,5,FALSE
chernov_mikhail,6,FALSE
elisak43,2,FALSE
andrewtnb,3.5,FALSE
vengea_nce,6.5,FALSE
howitzer14,8.5,FALSE
rsnr,5,FALSE
mwpchess,6,FALSE
snowlord,7,FALSE
parkas,6.5,FALSE
oleksandr_bortnyk,8,FALSE
tigrvshlyape,7.5,FALSE
maxleto,6,FALSE
buffy7,8.5,FALSE
rozhkov_v,3,FALSE
gmjustin,3.5,FALSE
champ2005,8.5,FALSE
dodorox,5.5,FALSE
alihanhuseyinoglu,4,FALSE
goryachkina,6.5,FALSE
romulocardoso,0.5,FALSE
giftedcreation,2,FALSE
kirill_klukin,7,FALSE
eldur16,7,FALSE
vladimirbelous,1,FALSE
mary-sanna,4,FALSE
hongnhung1234,5,FALSE
oritaichman,3,FALSE
amintabatabaei,8,FALSE
korkmaz16,5,FALSE
1977ivan,7,FALSE
eloist,4,FALSE
witik,7.5,FALSE
ahkashefi2800,5.5,FALSE
kotofeyca,3,FALSE
jahandarazadaliyev,6,FALSE
vlad_sid,2,FALSE
bogdandeac,9,FALSE
vinzentspitzl,1,FALSE
davidkalashian,7,FALSE
kanseimigatte,5.5,FALSE
rodalquilar,4,FALSE
nurgyulsalimova,4,FALSE
gnechko_ruslan,0,FALSE
baki83,8.5,FALSE
aa175,0,FALSE
aradhya2000,8,FALSE
parhamov,5,FALSE
migeira,3,FALSE
cristians27,1,FALSE
artem_koval,7,FALSE
vladislavkovalev,3.5,FALSE
winortilt,4,FALSE
vamostodorecto,4,FALSE
politeplayer,5.5,FALSE
marianokar,3,FALSE
sychev_klementy,7.5,FALSE
tactictic,1,FALSE
cristiano78,2.5,FALSE
bhagya_2312,0,FALSE
mac0504,3.5,FALSE
gmcarbone,6,FALSE
arseniy_nesterov,6.5,FALSE
woodhy,0,FALSE
adham_fawzy,5.5,FALSE
cukus,5,FALSE
tregubovp,7,FALSE
misterlamine,4,FALSE
sergeikim,6.5,FALSE
kopytkin,1.5,FALSE
temiksmozg,6,FALSE
kildepiotr,6.5,FALSE
me_ch_an,4,FALSE
keithonsky,6,FALSE
slovak_fighter2000,5,FALSE
dancesar,3,FALSE
sorrm8thatscheckm8,5.5,FALSE
jeetjain,0,FALSE
bazar-wokzal,6.5,FALSE
chessdjw,7,FALSE
nzt72,2,FALSE
stronger1799,3,FALSE
nemsko,4,FALSE
schmetterlingd,0,FALSE
okriak,7,FALSE
midgardsormur,4,FALSE
cambek64,5.5,FALSE
gkaru,0,FALSE
cmunda,0,FALSE
barbara25,2,FALSE
hasangatin_ramil,6.5,FALSE
gastonnmartin,5,FALSE
frederiksvane,8,FALSE
ozates,5,FALSE
rupereza,1,FALSE
macron20htf1,0,FALSE
manukyan_artak,6,FALSE
x-5963514717,5.5,FALSE
korchmar_vasiliy,4,FALSE
alonmindlin,4,FALSE
ural58,5.5,FALSE
marepant,3,FALSE
beno_chess,6,FALSE
paulrusan,4.5,FALSE
sanyura,5,FALSE
amantedemoi,6,FALSE
vuk2000,4,FALSE
gvanna,5.5,FALSE
santosalberto1987,5.5,FALSE
camels1981,4,FALSE
moonlight89,3,FALSE
alexnovitz,3.5,FALSE
elcandado,2,FALSE
yurovskykh_oleksandr,6,FALSE
garfio2017,3,FALSE
tk22h,5,FALSE
petukhov_dmitry,0,FALSE
tylityli,4.5,FALSE
noblerone,5.5,FALSE
kai_nov,4.5,FALSE
kubagepard,5,FALSE
mimsychess,6.5,FALSE
